longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;1h_ocean;inland;near_bay;near_ocean
0.250996016;-0.704569607;-0.843137255;-0.954015972;-0.942271881;-0.918719695;-0.948363756;-0.499993104;-0.352988235;1;0;0;0
-0.567729084;0.103081828;0.68627451;-0.972226461;-0.963376785;-0.975784075;-0.955599408;-0.777768583;-0.733192853;0;0;1;0
0.280876494;-0.766206164;-0.098039216;-0.870949692;-0.784605835;-0.90919028;-0.799375103;-0.645397995;-0.28371017;1;0;0;0
0.27689243;-0.736450584;0.529411765;-0.984892416;-0.979205462;-0.991031139;-0.977306364;-0.653439263;-0.376905662;1;0;0;0
-0.539840637;0.020191286;0.058823529;-0.843379623;-0.857541899;-0.929538384;-0.848709094;-0.029351319;0.722058878;1;0;0;0
0.22310757;-0.706695005;0.568627451;-0.912508266;-0.887647424;-0.919896858;-0.893109686;-0.614115667;-0.438348708;1;0;0;0
-0.53187251;0.022316684;-0.254901961;-0.78116893;-0.736188703;-0.884750133;-0.725703009;-0.356215776;0.311338922;1;0;0;0
0.22310757;-0.72794899;0.725490196;-0.976957119;-0.971756673;-0.978082345;-0.971057392;-0.385346409;-0.37855514;0;0;0;1
0.22310757;-0.676939426;0.098039216;-0.924919884;-0.872129112;-0.911600661;-0.870744943;-0.80990607;-0.453606377;1;0;0;0
0.219123506;-0.702444208;0.333333333;-0.944656391;-0.917442582;-0.925110009;-0.913829962;-0.770927298;-0.659378724;1;0;0;0
0.209163347;-0.687566419;0.764705882;-0.977669261;-0.948479205;-0.965357773;-0.952968262;-0.809312975;-0.391750962;1;0;0;0
0.260956175;-0.679064825;0.294117647;-0.918205402;-0.841092489;-0.885254632;-0.83325111;-0.716376326;-0.417317867;1;0;0;0
-0.219123506;-0.492029756;-0.647058824;-0.848517219;-0.81874612;-0.910871941;-0.815490873;-0.615853574;-0.161648818;1;0;0;0
0.201195219;-0.653560043;0.803921569;-0.868406328;-0.855990068;-0.928193055;-0.840815655;-0.365401857;-0.042886421;1;0;0;0
-0.14940239;-0.096705632;0.450980392;-0.926547637;-0.91185599;-0.948148771;-0.916461108;-0.657811616;-0.692368279;0;1;0;0
0.410358566;-0.655685441;0.215686275;-0.852891805;-0.867783985;-0.935648421;-0.853642493;-0.210535027;-0.403297306;0;1;0;0
0.256972112;-0.664187035;0.137254902;-0.889719721;-0.901613904;-0.94500967;-0.898700872;-0.283913325;1;0;1;0;0
-0.645418327;0.166843783;-0.098039216;-0.881580955;-0.900372439;-0.949101712;-0.895083046;-0.168921808;0.536905002;0;0;1;0
-0.069721116;-0.092454835;-0.411764706;-0.864387812;-0.859404097;-0.914067098;-0.850024667;-0.520103171;-0.695254865;0;1;0;0
0.284860558;-0.708820404;0.254901961;-0.787425607;-0.750775916;-0.885310687;-0.726031903;-0.474434835;-0.230514513;1;0;0;0
-0.639442231;0.145589798;0.647058824;-0.847601607;-0.854438237;-0.945794445;-0.858904785;-0.305030275;0.718759923;0;0;1;0
0.133466135;-0.640807651;-0.333333333;-0.954473778;-0.956238361;-0.9854256;-0.964150633;-0.223610709;0.381441726;1;0;0;0
0.249003984;-0.708820404;0.137254902;-0.93061702;-0.857541899;-0.948597214;-0.865482651;-0.931766458;-0.402472567;1;0;0;0
0.195219124;-0.681190223;0.725490196;-0.919782288;-0.889509621;-0.960200678;-0.890149646;-0.769492835;-0.322885266;1;0;0;0
0.390438247;-0.674814028;1;-0.99755837;-0.99751707;-0.996804843;-0.995066601;-0.499993104;0.020618472;0;1;0;0
-0.097609562;-0.088204038;-0.490196078;-0.848415484;-0.872439479;-0.921242187;-0.861207038;-0.334602281;-0.554636888;0;1;0;0
-0.426294821;0.294367694;0.098039216;-0.888346304;-0.838919926;-0.92314807;-0.841473442;-0.767037696;-0.776079274;0;1;0;0
0.083665339;-0.413390011;0.058823529;-0.908896689;-0.889199255;-0.931051879;-0.884887354;-0.684887105;-0.722883617;0;1;0;0
-0.484063745;0.096705632;-0.68627451;-0.797649931;-0.771880819;-0.904593739;-0.77701036;-0.281816803;-0.003298955;0;1;0;0
-0.511952191;-0.139213603;0.607843137;-0.863319599;-0.842023588;-0.94282351;-0.84936688;-0.431966456;0.179380704;0;0;0;1
-0.635458167;0.147715197;-0.333333333;-0.908337148;-0.912166356;-0.966534937;-0.921065614;-0.247141419;1;0;0;1;0
0.239043825;-0.725823592;0.68627451;-0.913118673;-0.896958411;-0.956108635;-0.887189607;-0.477000317;0.235875316;1;0;0;0
0.199203187;-0.666312434;0.843137255;-0.918663208;-0.856300435;-0.956220746;-0.848709094;-0.646308327;0.352163496;1;0;0;0
0.320717131;-0.689691817;-0.450980392;-0.77816776;-0.786157666;-0.865074694;-0.781285973;-0.3127681;-0.320823419;0;1;0;0
0.203187251;-0.72794899;0.490196078;-0.888295437;-0.868404718;-0.935143922;-0.856931426;-0.497841409;0.272988565;1;0;0;0
0.252988048;-0.666312434;0.37254902;-0.889312783;-0.849782744;-0.948933546;-0.864824864;-0.687493966;-0.074226498;0;1;0;0
0.065737052;-0.40063762;0.529411765;-0.95686454;-0.929857232;-0.957341854;-0.939154744;-0.939200839;-0.882058218;0;1;0;0
-0.392430279;0.302869288;-0.137254902;-0.890991403;-0.894785847;-0.942879565;-0.885545141;-0.489138081;-0.544740022;0;1;0;0
-0.418326693;0.105207226;1;-0.955541991;-0.947548107;-0.976288573;-0.941456997;-0.643232507;-0.56783271;0;1;0;0
-0.336653386;0.079702444;0.137254902;-0.912559133;-0.87647424;-0.894896157;-0.874691663;-0.719121116;-0.715873337;0;1;0;0
0.083665339;-0.426142402;0.098039216;-0.853197009;-0.766604593;-0.834860843;-0.770432495;-0.824595523;-0.874223199;0;1;0;0
0.235059761;-0.645058448;0.294117647;-0.859453685;-0.840471757;-0.920457412;-0.856273639;-0.314106012;-0.076700715;0;1;0;0
0.243027888;-0.72794899;0.37254902;-0.91149092;-0.894785847;-0.952128703;-0.888176287;-0.422407967;-0.162061187;1;0;0;0
-0.62749004;0.098831031;0.098039216;-0.946792818;-0.953755431;-0.974662967;-0.950337116;-0.223748638;0.660203463;0;0;0;1
0.332669323;-0.345377258;-0.607843137;-0.700137342;-0.647113594;-0.847249082;-0.647755303;-0.496544875;-0.708450687;0;1;0;0
-0.450199203;0.547290117;-0.568627451;-0.900503586;-0.885785227;-0.951119706;-0.883900674;-0.744720762;-0.659378724;0;1;0;0
0.219123506;-0.640807651;0.294117647;-0.879190193;-0.88795779;-0.941029737;-0.881269528;-0.241375981;0.451956899;1;0;0;0
0.217131474;-0.713071201;0.294117647;-0.924869017;-0.897268777;-0.93480759;-0.894425259;-0.708059199;-0.645770533;1;0;0;0
0.241035857;-0.730074389;0.37254902;-0.915407701;-0.909993793;-0.959752235;-0.903634271;-0.422407967;-0.028041121;1;0;0;0
-0.406374502;0.279489904;0.019607843;-0.907167201;-0.842333954;-0.95240898;-0.85232692;-0.780665094;-0.845357339;0;1;0;0
0.235059761;-0.68544102;0.647058824;-0.889617987;-0.812538796;-0.866420023;-0.803979609;-0.679452697;-0.440822924;1;0;0;0
0.278884462;-0.672688629;0.333333333;-0.965054174;-0.960583489;-0.978923176;-0.958230554;-0.52298589;-0.212370258;1;0;0;0
0.21314741;-0.659936238;0.098039216;-0.825576072;-0.621042831;-0.770677429;-0.604012498;-0.757037834;-0.038762727;1;0;0;0
0.444223108;-0.978746015;0.098039216;-0.919833155;-0.857541899;-0.930883713;-0.848709094;-0.715052206;-0.506389664;0;0;0;1
0.440239044;-0.995749203;-0.254901961;-0.871712702;-0.788640596;-0.898203425;-0.81614866;-0.665011517;0.000824739;0;0;0;1
-0.575697211;0.047821467;-0.137254902;-0.606388931;-0.397268777;-0.768995768;-0.427067916;-0.610088137;0.26927724;0;0;0;1
0.231075697;-0.693942614;0.019607843;-0.90492904;-0.827746741;-0.857675383;-0.809241901;-0.67685963;-0.383915943;1;0;0;0
-0.581673307;0.120085016;0.490196078;-0.956661071;-0.925201738;-0.978362622;-0.925341227;-0.637922236;-0.082473887;0;0;1;0
-0.657370518;0.362380446;-0.607843137;-0.965206776;-0.960893855;-0.986378542;-0.972044072;-0.833326437;-0.743089719;0;1;0;0
0.452191235;-0.961742827;0.176470588;-0.864336945;-0.840782123;-0.909022114;-0.836211149;-0.628639605;-0.579791424;0;0;0;1
0.426294821;-0.766206164;-0.568627451;-0.924767282;-0.918063315;-0.957734241;-0.920407828;-0.622750031;-0.192988895;1;0;0;0
-0.559760956;0.035069075;0.333333333;-0.877053767;-0.868094351;-0.946971608;-0.857918106;-0.178094095;0.740615503;0;0;1;0
0.270916335;-0.702444208;0.294117647;-0.917086322;-0.918684047;-0.961489952;-0.912185496;-0.301954456;-0.00701028;1;0;0;0
0.476095618;-0.938363443;0.450980392;-0.913576479;-0.901924271;-0.951287872;-0.900345338;-0.547151074;-0.452369269;1;0;0;0
0.278884462;-0.723698193;0.294117647;-0.890228394;-0.907821229;-0.95240898;-0.900016445;-0.234051944;0.122061352;1;0;0;0
0.057768924;-0.638682253;-0.254901961;-0.603642098;-0.630353818;-0.766473276;-0.609603684;-0.250810334;0.224328972;1;0;0;0
-0.583665339;0.12858661;0.921568627;-0.943130373;-0.912476723;-0.961097564;-0.913501069;-0.775851368;-0.484534084;0;0;1;0
0.033864542;-0.198724761;-0.764705882;-0.850246706;-0.794227188;-0.910031111;-0.795757277;-0.836829837;-0.731131006;0;1;0;0
0.304780876;-0.721572795;-0.411764706;-0.788951625;-0.802607076;-0.91283388;-0.801677356;-0.268134233;0.195463111;1;0;0;0
0.747011952;-0.94261424;-0.647058824;-0.944758126;-0.937306021;-0.970290647;-0.934221345;-0.564171529;-0.701028037;0;1;0;0
-0.153386454;-0.060573858;-0.254901961;-0.893280431;-0.901924271;-0.949157768;-0.910212136;-0.404311665;-0.687007476;0;1;0;0
0.270916335;-0.74282678;-0.019607843;-0.829136782;-0.776225947;-0.848314134;-0.787206052;-0.529551317;-0.275462782;1;0;0;0
0.304780876;-0.755579171;-0.411764706;-0.860471031;-0.86157666;-0.920065024;-0.865153758;-0.128012027;0.280411215;1;0;0;0
-0.615537849;0.653560043;-0.411764706;-0.89948624;-0.883923029;-0.946298943;-0.890807433;-0.698928291;-0.715873337;0;1;0;0
-0.501992032;0.022316684;0.098039216;-0.82130322;-0.749844817;-0.799938339;-0.745107713;-0.688790499;-0.401647828;1;0;0;0
-0.695219124;0.247608927;0.215686275;-0.964443766;-0.943823712;-0.972757084;-0.945074823;-0.68481814;-0.36370984;1;0;0;0
0.264940239;-0.65781084;0.843137255;-0.825321736;-0.791433892;-0.913842877;-0.787206052;-0.479303734;-0.002886586;0;1;0;0
0.416334661;-0.893730074;-0.529411765;-0.822167964;-0.794537554;-0.921017966;-0.79707285;-0.625922401;-0.453194007;0;0;0;1
0.302788845;-0.715196599;-0.294117647;-0.884887329;-0.912476723;-0.9494941;-0.90856767;0.204507524;0.840408906;1;0;0;0
0.241035857;-0.68544102;0.215686275;-0.909100158;-0.836436996;-0.920065024;-0.830291071;-0.808181956;-0.136081913;1;0;0;0
-0.264940239;-0.415515409;-0.411764706;-0.884531258;-0.805090006;-0.905490625;-0.786877158;-0.834043668;-0.257730896;0;0;0;1
0.750996016;-0.946865037;-0.333333333;-0.94018007;-0.864369957;-0.922979904;-0.859233679;-0.884498145;-0.821439912;0;1;0;0
0.270916335;-0.653560043;0.333333333;-0.745510962;-0.737119801;-0.881779198;-0.732938661;-0.379746486;0.154638538;0;1;0;0
0.225099602;-0.70031881;0.333333333;-0.902233074;-0.838919926;-0.882395807;-0.822397632;-0.734238148;-0.4371116;1;0;0;0
0.185258964;-0.647183847;0.137254902;-0.878427183;-0.797020484;-0.888786121;-0.800032889;-0.676901008;-0.128246894;1;0;0;0
0.394422311;-0.8575983;-0.098039216;-0.919426217;-0.918994413;-0.949045657;-0.902318698;-0.482751962;-0.442060033;0;0;0;1
0.278884462;-0.65781084;-0.490196078;-0.511267104;-0.378026071;-0.735418594;-0.37312942;-0.51181363;-0.41525602;0;1;0;0
-0.511952191;0.015940489;0.843137255;-0.935296811;-0.903165736;-0.94573839;-0.904620951;-0.548433815;-0.152164321;1;0;0;0
0.143426295;-0.653560043;0.176470588;-0.914186886;-0.88795779;-0.960649121;-0.881927315;-0.517234245;0.086597581;1;0;0;0
0.332669323;-0.674814028;0.37254902;-0.894704715;-0.873680944;-0.946130777;-0.87041605;-0.673066578;-0.496905167;0;1;0;0
-0.543824701;0.158342189;-0.411764706;-0.875731217;-0.854748603;-0.959752235;-0.844433481;-0.682156108;-0.701028037;0;0;1;0
0.041832669;-0.117959617;-0.529411765;-0.798514675;-0.748292986;-0.893382662;-0.779641506;-0.761672253;-0.688656954;0;1;0;0
-0.59561753;0.863974495;0.725490196;-0.929243603;-0.909062694;-0.970963312;-0.918434468;-0.904608212;-0.765357669;0;1;0;0
0.167330677;-0.681190223;0.843137255;-0.878986724;-0.893234016;-0.952016592;-0.899687551;0.038027062;1;1;0;0;0
-0.639442231;0.190223167;-0.411764706;-0.774708785;-0.813159528;-0.907172286;-0.793126131;-0.028799603;0.555049258;0;0;1;0
0.171314741;-0.691817216;0.254901961;-0.956661071;-0.927374302;-0.964012444;-0.935208025;-0.772803134;-0.075051237;1;0;0;0
0.193227092;-0.719447396;0.37254902;-0.965461112;-0.962445686;-0.979988228;-0.958230554;-0.340698749;0.309689445;1;0;0;0
0.211155378;-0.636556854;0.333333333;-0.960476118;-0.955927995;-0.979371619;-0.950994902;-0.425718266;-0.112989225;1;0;0;0
-0.203187251;0.130712009;-0.058823529;-0.985502823;-0.982619491;-0.993553631;-0.98388423;-0.750941366;-0.391750962;0;1;0;0
-0.492031873;0.020191286;-0.254901961;-0.863472201;-0.871818746;-0.915692704;-0.867127117;-0.268023889;0.026391644;1;0;0;0
-0.585657371;0.122210414;0.647058824;-0.948878376;-0.903476102;-0.968889263;-0.917118895;-0.829671315;-0.49484332;0;0;1;0
-0.679282869;0.251859724;-0.607843137;-0.762551503;-0.68777157;-0.863953586;-0.683933564;-0.650459994;-0.475049587;1;0;0;0
0.225099602;-0.698193411;0.568627451;-0.923190396;-0.876163873;-0.905434569;-0.879625062;-0.647577275;-0.373194337;1;0;0;0
0.187250996;-0.674814028;0.254901961;-0.730454245;-0.602731223;-0.874435943;-0.619141589;-0.484324354;1;1;0;0;0
-0.655378486;0.360255048;-0.490196078;-0.91205046;-0.876163873;-0.964404832;-0.90758099;-0.749244838;-0.824738867;0;1;0;0
0.209163347;-0.693942614;0.647058824;-0.937026298;-0.903476102;-0.938507245;-0.898043085;-0.85171239;-0.659791094;1;0;0;0
-0.256972112;-0.453772582;-0.333333333;-0.886108144;-0.831471136;-0.914907929;-0.832922217;-0.789064978;-0.419379714;1;0;0;0
0.529880478;-0.908607864;-0.411764706;-0.982349051;-0.977343265;-0.99344152;-0.986186482;-0.329788555;-0.262679329;1;0;0;0
0.211155378;-0.651434644;1;-0.845770385;-0.874301676;-0.935256033;-0.869100477;-0.200328271;0.993397965;1;0;0;0
0.362549801;-0.696068013;0.333333333;-0.982196449;-0.98106766;-0.989853976;-0.981581977;-0.562874995;-0.49484332;0;1;0;0
0.270916335;-0.679064825;0.254901961;-0.926242433;-0.917132216;-0.928753609;-0.908896563;-0.564640488;-0.390926223;1;0;0;0
0.752988048;-0.940488842;0.294117647;-0.921766112;-0.902234637;-0.943384063;-0.910212136;-0.714969449;-0.783501924;0;1;0;0
0.057768924;-0.275239107;-0.058823529;-0.948776642;-0.923960273;-0.944449116;-0.927314586;-0.81430601;-0.831749147;0;1;0;0
0.268924303;-0.659936238;-0.098039216;-0.918917544;-0.879888268;-0.925670563;-0.884558461;-0.649411732;-0.45154453;0;1;0;0
-0.229083665;-0.466524973;-0.098039216;-0.882394832;-0.85505897;-0.913338378;-0.848051307;-0.679949242;-0.432575536;1;0;0;0
0.249003984;-0.719447396;-0.019607843;-0.960526985;-0.946617008;-0.969954315;-0.939154744;-0.618212163;-0.086597581;1;0;0;0
0.412350598;-0.846971307;-0.68627451;-0.765654408;-0.752638113;-0.855433168;-0.754974511;-0.469938346;-0.344740846;1;0;0;0
0.59561753;-0.825717322;-0.098039216;-0.860420164;-0.840782123;-0.959191681;-0.903305377;-0.610832954;-0.334431611;0;1;0;0
0.235059761;-0.696068013;0.215686275;-0.940383539;-0.884543762;-0.901622803;-0.881598421;-0.73429332;-0.409895217;1;0;0;0
-0.402390438;0.154091392;0.254901961;-0.814130932;-0.788950962;-0.904986126;-0.779641506;-0.635770541;-0.674636393;0;1;0;0
-0.416334661;0.298618491;-0.215686275;-0.884429523;-0.846679081;-0.935312088;-0.853971386;-0.779575454;-0.856491313;0;1;0;0
0.452191235;-0.997874601;-0.843137255;-0.836156468;-0.708566108;-0.816082289;-0.719454037;-0.87055351;-0.613193348;0;0;0;1
-0.543824701;0.215727949;0.37254902;-0.93661936;-0.931719429;-0.962498949;-0.927314586;-0.602212383;-0.625152061;0;1;0;0
0.472111554;-0.944739639;-0.294117647;-0.767434763;-0.642768467;-0.829479526;-0.652688703;-0.784127115;-0.550100824;1;0;0;0
-0.603585657;0.066950053;0.215686275;-0.761839361;-0.832712601;-0.915412427;-0.83226443;1;1;0;0;0;1
0.215139442;-0.693942614;0.411764706;-0.946945419;-0.888268156;-0.906779899;-0.88949186;-0.821657632;-0.661028202;1;0;0;0
0.40438247;-0.577045696;0.450980392;-0.916526782;-0.848541279;-0.933125928;-0.866798224;-0.899642764;-0.797522484;0;1;0;0
0.460159363;-0.70031881;-0.843137255;-0.907421537;-0.886405959;-0.955435971;-0.897385298;-0.671949352;-0.628038647;0;1;0;0
0.177290837;-0.65781084;0.411764706;-0.932193906;-0.911545624;-0.969954315;-0.90856767;-0.616363912;0.18226729;1;0;0;0
-0.430278884;0.279489904;1;-0.906302457;-0.878646803;-0.962779226;-0.884229568;-0.654708211;-0.635048928;0;1;0;0
0.171314741;-0.625929862;-0.411764706;-0.873187853;-0.829298572;-0.870456011;-0.813846407;-0.562254314;-0.26927724;1;0;0;0
0.235059761;-0.708820404;0.450980392;-0.954270309;-0.936685289;-0.957566075;-0.931919092;-0.660087447;-0.454018746;1;0;0;0
-0.107569721;-0.149840595;0.294117647;-0.930413551;-0.911235258;-0.954314863;-0.911856603;-0.737313968;-0.762883452;0;1;0;0
0.416334661;-0.94261424;0.254901961;-0.919324482;-0.910614525;-0.96188234;-0.901332018;-0.32271279;0.308864706;0;0;0;1
0.274900398;-0.732199787;0.215686275;-0.938094511;-0.94072005;-0.964629054;-0.935536918;-0.346615909;-0.172370423;1;0;0;0
0.408366534;-0.84272051;-0.529411765;-0.688234396;-0.677529485;-0.773199922;-0.691169216;-0.542668377;-0.440410555;1;0;0;0
0.09561753;-0.4282678;-0.019607843;-0.916730251;-0.891061453;-0.931668488;-0.87041605;-0.825423098;-0.781440077;0;1;0;0
0.40438247;-0.668437832;0.68627451;-0.970140902;-0.959962756;-0.971916253;-0.955270515;-0.824126564;-0.80040907;0;1;0;0
0.21314741;-0.668437832;0.843137255;-0.869576275;-0.823091248;-0.920513467;-0.81516198;-0.564419801;0.251957724;1;0;0;0
0.312749004;-0.789585547;-0.333333333;-0.8361056;-0.82619491;-0.926735615;-0.809570794;0.098122785;0.554224519;1;0;0;0
0.410358566;-0.583421892;-0.725490196;-0.818658121;-0.831781502;-0.936657418;-0.862522611;-0.327816168;0.185978615;0;1;0;0
0.358565737;-0.706695005;-0.568627451;-0.883615647;-0.901303538;-0.959359848;-0.925341227;-0.219845244;-0.098968664;0;1;0;0
-0.583665339;0.230605739;0.294117647;-0.89592553;-0.902234637;-0.956444968;-0.912514389;-0.26689287;0.336905827;0;0;1;0
0.456175299;-0.953241233;0.647058824;-0.838801567;-0.793916822;-0.914179209;-0.794770597;-0.635715369;-0.478760912;0;0;0;1
0.442231076;-0.736450584;-0.529411765;-0.902741747;-0.895096214;-0.94803666;-0.900345338;-0.491372533;-0.397111764;0;1;0;0
-0.515936255;0.100956429;-0.176470588;-0.764179256;-0.778088144;-0.871128675;-0.774379214;-0.331443704;-0.156700385;1;0;0;0
-0.505976096;0.02869288;-0.490196078;-0.804211811;-0.834574798;-0.885142521;-0.843117908;-0.093309058;0.322060528;1;0;0;0
0.316733068;-0.681190223;0.019607843;-0.887430693;-0.863749224;-0.888786121;-0.852655813;-0.649246217;-0.527420505;0;1;0;0
-0.589641434;0.137088204;1;-0.885752073;-0.869335816;-0.951399983;-0.876336129;-0.589895312;-0.046597746;0;0;1;0
-0.517928287;0.162592986;-0.68627451;-0.883412178;-0.879577902;-0.936152919;-0.880282848;-0.332919546;-0.398761242;0;1;0;0
-0.157370518;-0.266737513;-0.764705882;-0.895874663;-0.850713842;-0.92241935;-0.861535932;-0.758610226;-0.83009967;0;1;0;0
0.418326693;-0.959617428;0.333333333;-0.85187446;-0.78833023;-0.912609658;-0.790494984;-0.720555579;-0.071339912;0;0;0;1
-0.663346614;0.217853348;-0.411764706;-0.922630856;-0.904717567;-0.973429749;-0.896727512;-0.769699728;-0.752574216;1;0;0;0
0.270916335;-0.721572795;0.137254902;-0.872272242;-0.85257604;-0.909862945;-0.845091268;-0.516392877;-0.307627597;1;0;0;0
0.27689243;-0.72794899;0.294117647;-0.931583499;-0.934512725;-0.962274727;-0.934221345;-0.533399539;-0.173607532;1;0;0;0
0.193227092;-0.653560043;0.68627451;-0.88336131;-0.826505276;-0.913674711;-0.826673245;-0.739976;-0.261442221;1;0;0;0
0.262948207;-0.70031881;0.333333333;-0.910829645;-0.900372439;-0.9567813;-0.904949844;-0.367429415;0.161648818;1;0;0;0
0.312749004;-0.676939426;0.137254902;-0.913627346;-0.843885785;-0.903808963;-0.84936688;-0.761782596;-0.682883782;0;1;0;0
0.252988048;-0.732199787;-0.254901961;-0.929955745;-0.896958411;-0.947644273;-0.900345338;-0.569412836;-0.256493788;1;0;0;0
-0.689243028;0.392136026;-0.254901961;-0.908642352;-0.877715705;-0.961770229;-0.89146522;-0.844815934;-0.78638851;0;1;0;0
0.282868526;-0.670563231;-0.254901961;-0.779998983;-0.678460583;-0.871465007;-0.68360467;-0.649080702;-0.297318362;1;0;0;0
-0.163346614;0.449521785;-0.68627451;-0.885446869;-0.876163873;-0.961265731;-0.920407828;-0.2847409;-0.492369104;0;1;0;0
-0.227091633;0.007438895;-0.294117647;-0.921359174;-0.901303538;-0.931388212;-0.898700872;-0.824043806;-0.759584497;0;1;0;0
-0.541832669;0.215727949;0.215686275;-0.945673737;-0.938547486;-0.96479722;-0.936194705;-0.698928291;-0.654017922;0;1;0;0
-0.426294821;0.823591923;-0.176470588;-0.860877969;-0.841402855;-0.934695479;-0.854958066;-0.678611329;-0.696079604;0;1;0;0
0.22310757;-0.702444208;0.568627451;-0.908184547;-0.863128492;-0.908910003;-0.854629173;-0.677232038;-0.418142606;1;0;0;0
0.448207171;-0.895855473;-0.333333333;-0.931990437;-0.912166356;-0.95751002;-0.904949844;-0.336905698;-0.496080429;1;0;0;0
0.249003984;-0.670563231;0.254901961;-0.870034081;-0.820918684;-0.904033185;-0.826015458;-0.666252879;-0.200823914;1;0;0;0
-0.547808765;0.081827843;0.254901961;-0.964952439;-0.960893855;-0.976008296;-0.951323795;-0.482751962;-0.267627762;0;0;1;0
-0.067729084;-0.088204038;-0.921568627;-0.896892009;-0.896027312;-0.943944617;-0.88850518;-0.457152315;-0.602884112;0;1;0;0
0.229083665;-0.687566419;0.490196078;-0.983722468;-0.974860335;-0.982286499;-0.970728499;-0.705314409;-0.448245574;1;0;0;0
0.229083665;-0.706695005;0.215686275;-0.896586805;-0.839230292;-0.872249783;-0.842460122;-0.617453552;-0.499379384;1;0;0;0
0.183266932;-0.65781084;0.254901961;-0.795004832;-0.730912477;-0.905154292;-0.714520638;-0.469400422;0.694430126;1;0;0;0
0.203187251;-0.68544102;0.764705882;-0.887328959;-0.848541279;-0.931388212;-0.852984706;-0.836526393;-0.613193348;1;0;0;0
-0.523904382;-0.024442083;-0.019607843;-0.99755837;-0.998758535;-0.999215225;-0.99901332;1;0.587626443;1;0;0;0
-0.442231076;0.475026567;0.568627451;-0.976651915;-0.967101179;-0.984248437;-0.970728499;-0.764886002;-0.889480868;0;1;0;0
0.258964143;-0.708820404;0.333333333;-0.881937026;-0.874301676;-0.902575745;-0.86942937;-0.483620916;-0.385153051;1;0;0;0
-0.410358566;0.283740701;0.37254902;-0.897400682;-0.885785227;-0.95095154;-0.883242888;-0.676376878;-0.67669824;0;1;0;0
0.209163347;-0.696068013;0.450980392;-0.907574139;-0.846058349;-0.881891309;-0.836211149;-0.847891753;-0.660615833;1;0;0;0
-0.535856574;0.137088204;0.098039216;-0.677145328;-0.734016139;-0.862832478;-0.744449926;-0.034482283;0.407008631;0;0;1;0
-0.539840637;0.077577046;0.37254902;-0.941553487;-0.93327126;-0.959415903;-0.929616839;-0.493524227;-0.290720451;0;0;1;0
0.099601594;-0.65781084;-0.411764706;-0.828170304;-0.773432651;-0.931388212;-0.789508305;-0.477827892;-0.100205772;0;0;0;1
0.195219124;-0.708820404;0.176470588;-0.868711532;-0.794537554;-0.9062754;-0.79904621;-0.582971269;0.030927708;1;0;0;0
0.290836653;-0.736450584;0.137254902;-0.89724808;-0.838299193;-0.933125928;-0.848051307;-0.552351002;-0.294844145;1;0;0;0
-0.561752988;0.168969182;-0.490196078;-0.857469861;-0.818125388;-0.939460187;-0.811873047;-0.703907532;-0.367008796;0;0;1;0
-0.537848606;0.064824655;-0.019607843;-0.843074419;-0.835195531;-0.91064772;-0.841473442;-0.391470462;-0.165772512;0;0;1;0
0.235059761;-0.668437832;1;-0.780100717;-0.744878957;-0.892149444;-0.73885874;-0.524337595;0.666389005;1;0;0;0
0.392430279;-0.693942614;0.254901961;-0.89480645;-0.854748603;-0.896409653;-0.846735734;-0.728720983;-0.729069158;0;1;0;0
-0.478087649;-0.066950053;0.098039216;-0.851009716;-0.834264432;-0.890635948;-0.833908897;-0.614929449;-0.135257174;1;0;0;0
0.264940239;-0.659936238;0.176470588;-0.934075996;-0.86654252;-0.936769528;-0.860549252;-0.923463125;-0.32742133;0;1;0;0
-0.378486056;0.117959617;-0.607843137;-0.875426014;-0.793916822;-0.935424199;-0.825028778;-0.762003283;-0.522472072;0;1;0;0
-0.613545817;0.107332625;1;-0.946335012;-0.914649286;-0.953249811;-0.904292057;-0.730596819;-0.117525289;0;0;1;0
0.171314741;-0.655685441;0.137254902;-0.805636095;-0.770639354;-0.918943917;-0.79904621;-0.434476766;0.556698735;1;0;0;0
0.125498008;-0.630180659;0.019607843;-0.820235007;-0.79981378;-0.897194428;-0.809570794;-0.448766224;-0.079174931;1;0;0;0
0.237051793;-0.545164718;0.254901961;-0.856910321;-0.849782744;-0.919056027;-0.839500082;-0.480283031;-0.568657449;0;1;0;0
-0.511952191;0.024442083;0.803921569;-0.948878376;-0.924270639;-0.967599989;-0.921394507;-0.661439153;-0.082473887;1;0;0;0
0.205179283;-0.649309245;0.960784314;-0.923699069;-0.924891372;-0.967319712;-0.924354547;-0.465510821;0.308864706;1;0;0;0
0.452191235;-0.908607864;-0.37254902;-0.758278651;-0.728119181;-0.864962583;-0.726689689;-0.468296989;-0.268864871;1;0;0;0
0.113545817;-0.662061637;-0.647058824;-0.778574699;-0.778088144;-0.886375739;-0.778654827;-0.164535662;1;0;0;0;1
0.280876494;-0.693942614;-0.647058824;-0.165166082;-0.094351335;-0.500882872;-0.107712547;-0.21996938;0.432987905;1;0;0;0
0.28685259;-0.672688629;0.333333333;-0.913067806;-0.896337678;-0.953922475;-0.883242888;-0.586198811;-0.172782793;1;0;0;0
0.250996016;-0.696068013;0.215686275;-0.827152958;-0.743947858;-0.831049076;-0.739516527;-0.729548558;-0.420204453;1;0;0;0
